,Date,region,type,4046,4225,4770,year,TotalVolume,Price,Prop
15330,2017-11-19,DallasFtWorth,organic,5229.44,295.54,0.0,2017,21044.41,1.63,0.0214856081543503
15331,2017-11-12,DallasFtWorth,organic,5898.74,416.95,0.0,2017,20245.58,1.7,0.01884058869248284
15332,2017-11-05,DallasFtWorth,organic,4533.05,324.41,0.0,2017,18268.65,1.64,0.015738411002043096
15333,2017-10-29,DallasFtWorth,organic,4525.31,322.02,0.0,2017,20558.95,1.67,0.018828519439735736
15334,2017-10-22,DallasFtWorth,organic,3989.78,395.07,0.0,2017,19214.84,1.69,0.018176162640617166
15335,2017-10-15,DallasFtWorth,organic,5297.31,449.51,0.0,2017,21260.97,1.71,0.023469642425622772
15336,2017-10-08,DallasFtWorth,organic,5943.03,470.54,0.0,2017,19807.92,1.73,0.021083096740927343
15337,2017-10-01,DallasFtWorth,organic,5442.96,387.86,0.0,2017,21220.62,1.7,0.02320187142007879
15338,2017-09-24,DallasFtWorth,organic,5819.22,535.85,0.0,2017,21508.67,1.68,0.022222160002296154
15339,2017-09-17,DallasFtWorth,organic,6047.16,554.4,0.0,2017,20021.49,1.79,0.01996450073372058
15340,2017-09-10,DallasFtWorth,organic,8554.15,657.97,0.0,2017,24831.19,1.81,0.02429414104568839
15341,2017-09-03,DallasFtWorth,organic,8362.93,686.97,0.0,2017,23372.37,1.81,0.02191744958745223
15342,2017-08-27,DallasFtWorth,organic,7685.44,483.04,0.0,2017,20709.86,1.9,0.01862939778422923
15343,2017-08-20,DallasFtWorth,organic,7818.39,694.46,0.0,2017,21150.35,1.8,0.01785416675969964
15344,2017-08-13,DallasFtWorth,organic,5364.59,322.73,0.0,2017,18826.43,1.68,0.014678417074365568
15345,2017-08-06,DallasFtWorth,organic,6944.17,440.45,0.0,2017,21766.05,1.63,0.017067348397171833
15346,2017-07-30,DallasFtWorth,organic,7498.76,747.2,0.0,2017,20300.0,1.62,0.017283452494791907
15347,2017-07-23,DallasFtWorth,organic,11038.45,468.58,0.0,2017,21376.74,1.57,0.01753370427503187
15348,2017-07-16,DallasFtWorth,organic,6649.58,451.46,0.0,2017,24811.57,1.49,0.019933708264722072
15349,2017-07-09,DallasFtWorth,organic,8288.59,577.48,0.0,2017,39591.12,1.06,0.025475417425974478
15350,2017-07-02,DallasFtWorth,organic,8791.93,475.31,0.0,2017,32953.66,1.02,0.023346267665573683
15351,2017-06-25,DallasFtWorth,organic,13719.82,845.15,0.0,2017,24915.38,1.33,0.018427423860436276
15352,2017-06-18,DallasFtWorth,organic,9426.95,1997.32,0.0,2017,26885.4,1.44,0.01830400618115413
15353,2017-06-11,DallasFtWorth,organic,7249.87,2371.12,0.0,2017,28393.54,1.35,0.02042453259314103
15354,2017-06-04,DallasFtWorth,organic,6369.58,4490.33,0.0,2017,42392.08,1.08,0.030981467384824657
15355,2017-05-28,DallasFtWorth,organic,5642.86,6595.91,0.0,2017,42244.7,1.13,0.029559301929509396
15356,2017-05-21,DallasFtWorth,organic,5639.42,4903.99,0.0,2017,28683.15,1.46,0.02172489919841114
15357,2017-05-14,DallasFtWorth,organic,5498.44,4103.53,0.0,2017,28735.11,1.45,0.021755727505525124
15358,2017-05-07,DallasFtWorth,organic,5808.0,3693.92,0.0,2017,26262.54,1.35,0.017507084083712043
15359,2017-04-30,DallasFtWorth,organic,11119.74,1806.22,0.0,2017,27768.13,1.28,0.019347123612540207
15360,2017-04-23,DallasFtWorth,organic,10749.84,560.7,0.0,2017,21958.14,1.34,0.014462129100175636
15361,2017-04-16,DallasFtWorth,organic,9397.49,707.69,0.0,2017,33122.75,1.12,0.021365362978151392
15362,2017-04-09,DallasFtWorth,organic,11723.26,530.28,0.0,2017,26121.58,1.24,0.019162405575658736
15363,2017-04-02,DallasFtWorth,organic,12593.83,1272.81,0.0,2017,23747.19,1.41,0.017010942138123264
15364,2017-03-26,DallasFtWorth,organic,9799.96,501.54,0.0,2017,29627.87,1.14,0.02257491004893608
15365,2017-03-19,DallasFtWorth,organic,8489.39,509.47,0.0,2017,26679.37,1.1,0.022602382718460823
15366,2017-03-12,DallasFtWorth,organic,8206.31,408.03,0.0,2017,25049.48,1.11,0.02094980807695679
15367,2017-03-05,DallasFtWorth,organic,8206.79,345.9,0.0,2017,26417.4,1.04,0.023347222704006132
15368,2017-02-26,DallasFtWorth,organic,7437.63,210.19,0.0,2017,28944.94,1.05,0.02064905541023032
15369,2017-02-19,DallasFtWorth,organic,7619.05,231.61,0.0,2017,20393.29,1.17,0.017026954932012006
15370,2017-02-12,DallasFtWorth,organic,9431.22,235.18,0.0,2017,16249.95,1.35,0.011295701671996228
15371,2017-02-05,DallasFtWorth,organic,7770.9,205.02,0.0,2017,17169.39,1.3,0.009593601603655633
15372,2017-01-29,DallasFtWorth,organic,9611.35,639.38,0.0,2017,23208.81,1.16,0.01745677057766115
15373,2017-01-22,DallasFtWorth,organic,6279.44,1204.4,0.0,2017,29547.04,1.03,0.02091808173259113
15374,2017-01-15,DallasFtWorth,organic,3979.48,1535.52,0.0,2017,19472.79,1.04,0.013818430745249355
15375,2017-01-08,DallasFtWorth,organic,4931.0,1063.86,0.0,2017,24031.65,1.02,0.018899934940084462
15376,2017-01-01,DallasFtWorth,organic,4110.67,312.11,0.0,2017,15669.84,1.06,0.011588326609619504
15377,2017-12-31,Denver,organic,4400.94,482.72,12.67,2017,17906.71,1.48,0.018723258253946495
15378,2017-12-24,Denver,organic,6227.29,528.01,30.11,2017,29466.81,1.61,0.04179336933928057
15379,2017-12-17,Denver,organic,5039.43,435.39,42.84,2017,34524.05,1.46,0.05067671607605084
15380,2017-12-10,Denver,organic,4093.04,451.74,49.81,2017,24471.73,1.67,0.026853247883055875
15381,2017-12-03,Denver,organic,4565.3,367.5,16.23,2017,23854.79,1.79,0.027303344684017183
15382,2017-11-26,Denver,organic,4744.62,393.21,85.58,2017,17421.87,2.01,0.03107358946887473
15383,2017-11-19,Denver,organic,4506.5,340.39,16.1,2017,17640.41,2.01,0.02454617043348628
15384,2017-11-12,Denver,organic,4294.35,411.81,20.71,2017,16859.85,1.99,0.01949801193101597
15385,2017-11-05,Denver,organic,4139.0,411.73,35.75,2017,15794.46,2.05,0.01661935923661173
15386,2017-10-29,Denver,organic,4980.49,572.15,26.58,2017,16981.94,2.01,0.02120301185215334
15387,2017-10-22,Denver,organic,5719.08,906.97,75.1,2017,27024.28,1.64,0.04057590035104164
15388,2017-10-15,Denver,organic,11990.11,1114.77,85.48,2017,38937.28,1.55,0.06759046289230941
15389,2017-10-08,Denver,organic,7350.34,484.37,30.99,2017,22719.75,1.97,0.040523766166164155
15390,2017-10-01,Denver,organic,3685.08,235.65,11.49,2017,10632.88,1.93,0.017264881341205296
15391,2017-09-24,Denver,organic,3286.51,244.17,17.19,2017,6554.93,1.69,0.01294630518379547
15392,2017-09-17,Denver,organic,6551.62,478.17,20.59,2017,22029.46,2.02,0.038031475710601725
15393,2017-09-10,Denver,organic,6045.36,524.69,38.87,2017,23548.78,2.06,0.03868784151797999
15394,2017-09-03,Denver,organic,5319.9,499.64,20.53,2017,17939.8,2.02,0.02958268523609353
15395,2017-08-27,Denver,organic,5403.05,507.0,21.6,2017,20575.0,2.16,0.022445661861749566
15396,2017-08-20,Denver,organic,5178.4,520.11,40.88,2017,17338.59,2.11,0.0193739878391187
15397,2017-08-13,Denver,organic,7525.31,864.59,58.85,2017,22375.66,2.08,0.03399105980223582
15398,2017-08-06,Denver,organic,9900.68,1086.26,46.34,2017,19766.0,1.95,0.030009659995076654
15399,2017-07-30,Denver,organic,8612.69,1388.86,54.11,2017,21925.58,1.83,0.027098153937197056
15400,2017-07-23,Denver,organic,8533.77,3419.39,214.84,2017,16147.91,1.83,0.016352338266265587
15401,2017-07-16,Denver,organic,3638.11,1154.29,99.49,2017,7653.26,1.83,0.01176536565584918
15402,2017-07-09,Denver,organic,12539.43,1475.09,80.56,2017,14908.74,1.94,0.015428433514482531
15403,2017-07-02,Denver,organic,11850.59,2544.28,61.31,2017,25731.81,1.44,0.03065952762579438
15404,2017-06-25,Denver,organic,4521.58,3679.04,27.25,2017,25446.92,1.17,0.02934342318842742
15405,2017-06-18,Denver,organic,8640.24,2043.28,54.52,2017,28462.96,1.25,0.030965392255253188
15406,2017-06-11,Denver,organic,16512.7,1809.94,103.26,2017,18916.24,1.97,0.021222632270178177
15407,2017-06-04,Denver,organic,13420.3,1057.12,45.52,2017,15024.27,1.97,0.0164989608114664
15408,2017-05-28,Denver,organic,25873.17,2438.11,165.37,2017,28877.5,1.69,0.03339551550758679
15409,2017-05-21,Denver,organic,25044.47,4244.27,82.46,2017,35664.49,1.38,0.04535357691284381
15410,2017-05-14,Denver,organic,22355.83,7368.08,139.39,2017,162499.64,0.74,0.17217501861454476
15411,2017-05-07,Denver,organic,32779.19,13318.7,213.66,2017,145594.19,0.9,0.1387017148131503
15412,2017-04-30,Denver,organic,24513.67,3402.45,97.18,2017,42857.03,1.24,0.057421369510427756
15413,2017-04-23,Denver,organic,12793.11,2126.24,69.71,2017,62384.23,0.9,0.0752228056223293
15414,2017-04-16,Denver,organic,16051.02,2802.3,111.53,2017,67666.31,0.96,0.07679467403808637
15415,2017-04-09,Denver,organic,11793.22,2019.38,76.45,2017,65820.33,0.89,0.08546092133942007
15416,2017-04-02,Denver,organic,9309.72,2010.11,57.73,2017,68627.92,0.84,0.09148333641775142
15417,2017-03-26,Denver,organic,10129.43,1677.51,36.31,2017,67657.35,0.85,0.09684853322476406
15418,2017-03-19,Denver,organic,9086.75,1631.51,24.46,2017,50646.59,0.89,0.06950747447795713
15419,2017-03-12,Denver,organic,14682.3,2307.67,33.7,2017,52575.07,0.98,0.0723998544375839
15420,2017-03-05,Denver,organic,23363.47,3586.2,23.18,2017,62976.43,0.94,0.0896405594115739
15421,2017-02-26,Denver,organic,12233.34,2065.58,39.34,2017,64041.86,0.78,0.0756739771899686
15422,2017-02-19,Denver,organic,10979.36,1473.29,19.8,2017,34290.67,1.16,0.04114740432989439
15423,2017-02-12,Denver,organic,15109.73,2067.75,16.06,2017,24782.08,1.44,0.029280289683708882
15424,2017-02-05,Denver,organic,9065.62,1335.07,20.82,2017,17713.66,1.38,0.01387493164130793
15425,2017-01-29,Denver,organic,13842.27,3182.83,13.72,2017,18341.33,1.49,0.02023746490574352
15426,2017-01-22,Denver,organic,12519.74,5289.45,11.43,2017,29282.55,0.98,0.03128073354196381
15427,2017-01-15,Denver,organic,18780.82,3010.21,270.75,2017,50686.37,0.73,0.05897480120293008
15428,2017-01-08,Denver,organic,8720.61,1639.28,53.69,2017,39403.42,0.8,0.04456929651480934
15429,2017-01-01,Denver,organic,4103.45,775.73,5.71,2017,21449.37,0.91,0.021868853760372176
15430,2017-12-31,Detroit,organic,398.15,2116.14,0.0,2017,32775.71,1.05,0.06550425562586426
15431,2017-12-24,Detroit,organic,389.59,2494.02,0.0,2017,18289.06,1.37,0.05779716570126636
15432,2017-12-17,Detroit,organic,403.25,2548.98,0.0,2017,17065.4,1.41,0.04418087903623591
15433,2017-12-10,Detroit,organic,435.76,2561.62,0.0,2017,13710.63,1.39,0.04210098133461537
15434,2017-12-03,Detroit,organic,403.08,2628.08,0.0,2017,12104.37,1.39,0.022924449524638124
15435,2017-11-26,Detroit,organic,367.39,2814.71,0.0,2017,16341.09,1.43,0.06652641954713834
15436,2017-11-19,Detroit,organic,597.62,3005.22,0.0,2017,16074.67,1.37,0.043443566405442224
15437,2017-11-12,Detroit,organic,718.59,2938.26,0.0,2017,17851.73,1.42,0.039604088014783545
15438,2017-11-05,Detroit,organic,518.9,2512.04,0.0,2017,17353.24,1.58,0.03908416788540703
15439,2017-10-29,Detroit,organic,425.08,2658.53,0.0,2017,20995.71,1.65,0.06225144922076842
15440,2017-10-22,Detroit,organic,619.98,3460.25,0.0,2017,21512.97,1.61,0.0854036051463436
15441,2017-10-15,Detroit,organic,468.5,3770.8,0.0,2017,20776.71,1.69,0.0918692033479821
15442,2017-10-08,Detroit,organic,552.98,3869.45,1.42,2017,18553.99,1.82,0.08178818497311224
15443,2017-10-01,Detroit,organic,503.84,3596.4,0.0,2017,21753.6,1.75,0.09155784064812733
15444,2017-09-24,Detroit,organic,556.01,3536.55,0.0,2017,24482.08,2.08,0.09442512883518872
15445,2017-09-17,Detroit,organic,432.3,3502.18,0.0,2017,17461.53,1.85,0.07008895580339292
15446,2017-09-10,Detroit,organic,434.78,4007.28,0.0,2017,19288.09,1.88,0.0713354188465759
15447,2017-09-03,Detroit,organic,500.27,2793.67,0.0,2017,21749.1,1.87,0.08473254633084903
15448,2017-08-27,Detroit,organic,391.46,2392.09,0.0,2017,18415.34,1.64,0.05711678077095417
15449,2017-08-20,Detroit,organic,544.7,3347.81,0.0,2017,20129.12,1.59,0.04929017936802138
15450,2017-08-13,Detroit,organic,515.41,3457.64,0.0,2017,14499.51,1.54,0.04814257510321207
15451,2017-08-06,Detroit,organic,572.57,3106.62,0.0,2017,16059.55,1.68,0.038530078079096475
15452,2017-07-30,Detroit,organic,507.0,3352.6,0.0,2017,17991.86,1.61,0.05027879630641352
15453,2017-07-23,Detroit,organic,603.58,5510.26,0.0,2017,25193.5,1.74,0.08614694778014698
15454,2017-07-16,Detroit,organic,666.92,4375.81,0.0,2017,22729.11,1.6,0.05561377872228934
15455,2017-07-09,Detroit,organic,532.88,5228.33,0.0,2017,17724.08,1.47,0.034052098861304114
15456,2017-07-02,Detroit,organic,435.47,3969.82,0.0,2017,19735.7,1.44,0.04787319678058044
15457,2017-06-25,Detroit,organic,478.09,2992.04,0.0,2017,13598.83,1.39,0.03264917346308083
15458,2017-06-18,Detroit,organic,595.05,4884.46,0.0,2017,15236.21,1.51,0.022269553709736933
15459,2017-06-11,Detroit,organic,447.96,4744.42,0.0,2017,38355.38,0.92,0.1084722936706598
15460,2017-06-04,Detroit,organic,512.91,4770.64,0.0,2017,14124.57,1.75,0.037601574261456716
15461,2017-05-28,Detroit,organic,529.19,4739.85,0.0,2017,18393.5,1.64,0.048365830003238464
15462,2017-05-21,Detroit,organic,551.01,4582.26,0.0,2017,13731.02,1.5,0.042721837899439064
15463,2017-05-14,Detroit,organic,531.77,5473.59,0.0,2017,10857.83,1.76,0.023800151527227364
15464,2017-05-07,Detroit,organic,649.49,5629.42,0.0,2017,14463.73,1.81,0.022601721403862518
15465,2017-04-30,Detroit,organic,582.47,5993.76,0.0,2017,14530.73,1.83,0.04279864071512607
15466,2017-04-23,Detroit,organic,568.15,3906.41,0.0,2017,7897.74,1.79,0.02600628932992144
15467,2017-04-16,Detroit,organic,670.37,5647.18,0.0,2017,31258.52,0.93,0.08362265126531665
15468,2017-04-09,Detroit,organic,719.48,5138.49,0.0,2017,23252.59,0.9,0.07550333767134232
15469,2017-04-02,Detroit,organic,576.56,4786.73,0.0,2017,11266.02,1.46,0.037565250584384424
15470,2017-03-26,Detroit,organic,645.5,5540.45,0.0,2017,42853.44,0.65,0.12909200089673334
15471,2017-03-19,Detroit,organic,729.36,6016.85,0.0,2017,11873.88,1.32,0.04333689903433369
15472,2017-03-12,Detroit,organic,765.67,5012.62,0.0,2017,27596.38,0.7,0.10382091913053926
15473,2017-03-05,Detroit,organic,717.57,4138.84,0.0,2017,50890.73,0.48,0.11724308397829541
15474,2017-02-26,Detroit,organic,620.57,4638.48,0.0,2017,35282.6,0.57,0.06129725808451769
15475,2017-02-19,Detroit,organic,822.08,5987.89,0.0,2017,38386.57,0.57,0.10978344874209223
15476,2017-02-12,Detroit,organic,766.98,5919.64,0.0,2017,18985.89,0.82,0.03838723816900025
15477,2017-02-05,Detroit,organic,741.19,4326.69,0.0,2017,16174.94,0.85,0.019873991667636703
15478,2017-01-29,Detroit,organic,724.05,4667.55,0.0,2017,7850.52,1.54,0.020162795700559677
15479,2017-01-22,Detroit,organic,645.63,4104.58,0.0,2017,19452.17,0.77,0.03058314850542132
15480,2017-01-15,Detroit,organic,790.85,6131.31,0.0,2017,7875.36,1.88,0.01944576546145471
15481,2017-01-08,Detroit,organic,751.53,5747.86,0.0,2017,8156.07,1.74,0.01703440347706031
15482,2017-01-01,Detroit,organic,593.56,6565.28,0.0,2017,7545.82,1.77,0.015457721825289594
15483,2017-12-31,GrandRapids,organic,9.88,770.79,0.0,2017,6792.67,1.28,0.03243444228575709
15484,2017-12-24,GrandRapids,organic,32.77,1067.24,0.0,2017,7774.3,1.3,0.05612796798389019
15485,2017-12-17,GrandRapids,organic,25.76,782.74,0.0,2017,6777.66,1.28,0.039938798293352784
15486,2017-12-10,GrandRapids,organic,0.0,729.87,0.0,2017,6253.08,1.29,0.055204256667817364
15487,2017-12-03,GrandRapids,organic,14.31,758.19,0.0,2017,6184.48,1.31,0.020098307674448757
15488,2017-11-26,GrandRapids,organic,17.36,766.58,0.0,2017,6128.58,1.3,0.059599967246460106
15489,2017-11-19,GrandRapids,organic,14.35,611.5,0.0,2017,6745.48,1.27,0.0461941723743855
15490,2017-11-12,GrandRapids,organic,37.26,1159.39,0.0,2017,8507.18,1.43,0.07131440899486441
15491,2017-11-05,GrandRapids,organic,44.32,3069.6,0.0,2017,9469.28,1.52,0.08366185107658985
15492,2017-10-29,GrandRapids,organic,61.38,540.98,0.0,2017,7724.84,1.32,0.05294062296606994
15493,2017-10-22,GrandRapids,organic,15.63,686.14,0.0,2017,9171.48,1.32,0.08627604443487014
15494,2017-10-15,GrandRapids,organic,15.56,724.41,0.0,2017,8400.56,1.41,0.08197896520947057
15495,2017-10-08,GrandRapids,organic,42.25,1218.07,0.0,2017,8806.63,1.51,0.09215786016510841
15496,2017-10-01,GrandRapids,organic,42.11,3419.13,0.0,2017,12551.82,1.44,0.11414543384435183
15497,2017-09-24,GrandRapids,organic,30.76,978.6,0.0,2017,8043.21,1.46,0.06629960903787713
15498,2017-09-17,GrandRapids,organic,44.49,818.97,0.0,2017,8378.17,1.4,0.0769508075905132
15499,2017-09-10,GrandRapids,organic,156.05,1074.4,0.0,2017,8021.16,1.4,0.06697977828891422
15500,2017-09-03,GrandRapids,organic,124.6,825.16,0.0,2017,9273.64,1.26,0.06797799257168302
15501,2017-08-27,GrandRapids,organic,28.94,493.34,0.0,2017,8060.54,1.21,0.06712420768970373
15502,2017-08-20,GrandRapids,organic,23.42,35.82,0.0,2017,7502.05,1.13,0.05665738318495295
15503,2017-08-13,GrandRapids,organic,39.88,347.91,0.0,2017,7534.9,1.18,0.05676097751911546
15504,2017-08-06,GrandRapids,organic,6.89,825.81,0.0,2017,5285.73,1.29,0.030638275525317393
15505,2017-07-30,GrandRapids,organic,4.15,1376.64,0.0,2017,8233.05,1.33,0.06061026130719038
15506,2017-07-23,GrandRapids,organic,4.15,667.54,0.0,2017,6483.93,1.27,0.045478268706944935
15507,2017-07-16,GrandRapids,organic,2.84,1252.4,0.0,2017,9058.79,1.32,0.050637095273955324
15508,2017-07-09,GrandRapids,organic,32.08,3300.43,0.0,2017,3521.61,2.19,0.01938062950765096
15509,2017-07-02,GrandRapids,organic,34.02,4237.33,0.0,2017,4460.37,1.97,0.02270280884761955
15510,2017-06-25,GrandRapids,organic,7.12,891.16,0.0,2017,1034.32,2.73,0.007218242406267006
15511,2017-06-18,GrandRapids,organic,18.58,1057.49,0.0,2017,1314.24,2.62,0.005329276361688562
15512,2017-06-11,GrandRapids,organic,0.0,939.89,0.0,2017,1312.01,2.39,0.008190437200582434
15513,2017-06-04,GrandRapids,organic,2.87,903.88,0.0,2017,1389.65,2.33,0.008502470069579937
15514,2017-05-28,GrandRapids,organic,2.91,943.6,0.0,2017,1388.02,2.44,0.008306185523640264
15515,2017-05-21,GrandRapids,organic,10.21,1091.48,0.0,2017,1678.36,2.34,0.011175846385448995
15516,2017-05-14,GrandRapids,organic,0.0,1013.74,0.0,2017,1569.19,2.11,0.01026671918263522
15517,2017-05-07,GrandRapids,organic,0.0,738.66,0.0,2017,845.11,2.32,0.003303435207526184
15518,2017-04-30,GrandRapids,organic,2.97,1052.37,0.0,2017,1451.76,2.21,0.009112205230743298
15519,2017-04-23,GrandRapids,organic,17.88,1363.66,0.0,2017,2101.46,2.13,0.01418700085481428
15520,2017-04-16,GrandRapids,organic,23.98,1581.33,0.0,2017,2246.07,2.19,0.012610749784526365
15521,2017-04-09,GrandRapids,organic,43.45,1224.09,0.0,2017,2038.99,2.0,0.0139275311277407
15522,2017-04-02,GrandRapids,organic,41.85,1182.37,0.0,2017,1908.86,2.07,0.013391884974844559
15523,2017-03-26,GrandRapids,organic,5.92,1421.21,0.0,2017,2136.8,2.05,0.01409346404392442
15524,2017-03-19,GrandRapids,organic,27.77,1593.25,0.0,2017,2395.16,2.05,0.01662066277387486
15525,2017-03-12,GrandRapids,organic,39.1,2890.46,0.0,2017,4146.49,1.94,0.030951480591325797
15526,2017-03-05,GrandRapids,organic,127.32,10247.49,0.0,2017,13181.24,1.33,0.09322957391090625
15527,2017-02-26,GrandRapids,organic,49.12,4221.38,0.0,2017,7915.2,1.57,0.0321468278908823
15528,2017-02-19,GrandRapids,organic,22.53,1036.23,0.0,2017,1862.24,1.64,0.012964810714487518
15529,2017-02-12,GrandRapids,organic,93.8,3515.56,0.0,2017,4273.25,1.27,0.02362698507174843
15530,2017-02-05,GrandRapids,organic,54.67,688.31,0.0,2017,1112.77,1.7,0.002835614525424468
15531,2017-01-29,GrandRapids,organic,47.74,1079.73,0.0,2017,1626.47,1.67,0.009574303825194752
15532,2017-01-22,GrandRapids,organic,65.96,2010.96,0.0,2017,2693.59,1.52,0.00828642744533048
15533,2017-01-15,GrandRapids,organic,60.33,973.7,0.0,2017,1427.36,1.75,0.00851718991210404
15534,2017-01-08,GrandRapids,organic,108.05,1992.56,0.0,2017,2650.61,1.52,0.014998089739683973
15535,2017-01-01,GrandRapids,organic,84.21,738.23,0.0,2017,1095.77,1.79,0.0035666674055384595
15536,2017-12-31,GreatLakes,organic,4187.69,34761.26,0.0,2017,202521.83,1.29,0.04401299623446919
15537,2017-12-24,GreatLakes,organic,3530.25,45287.61,0.0,2017,170025.26,1.5,0.05610064375097423
15538,2017-12-17,GreatLakes,organic,4205.91,42009.63,1.63,2017,161673.33,1.42,0.05076150947208247
15539,2017-12-10,GreatLakes,organic,3001.05,51148.46,0.0,2017,148882.83,1.49,0.04369956759090099
15540,2017-12-03,GreatLakes,organic,2808.31,45409.34,0.0,2017,139934.06,1.52,0.03518617806129587
15541,2017-11-26,GreatLakes,organic,2599.3,37369.95,0.0,2017,141104.31,1.52,0.05889642547641971
15542,2017-11-19,GreatLakes,organic,3394.42,39866.7,0.0,2017,133203.19,1.53,0.04273588534485517
15543,2017-11-12,GreatLakes,organic,3624.05,45966.15,0.0,2017,159071.48,1.64,0.04619764051354869
15544,2017-11-05,GreatLakes,organic,3261.8,53829.19,0.0,2017,169816.92,1.69,0.0500213487105986
15545,2017-10-29,GreatLakes,organic,3060.61,48813.2,0.0,2017,176815.66,1.7,0.06062757409063768
15546,2017-10-22,GreatLakes,organic,3616.94,45789.71,0.0,2017,190579.53,1.68,0.07815645407238525
15547,2017-10-15,GreatLakes,organic,3318.61,54525.35,0.0,2017,197529.4,1.68,0.08165263551309399
15548,2017-10-08,GreatLakes,organic,3603.46,56237.45,1.62,2017,191866.1,1.7,0.08506816105796766
15549,2017-10-01,GreatLakes,organic,3467.06,52244.98,0.0,2017,180253.26,1.72,0.07299410866598621
15550,2017-09-24,GreatLakes,organic,3756.3,48823.74,0.0,2017,179687.73,1.89,0.06923929681872021
15551,2017-09-17,GreatLakes,organic,3588.06,43683.43,0.0,2017,151888.89,1.84,0.0605122647452484
15552,2017-09-10,GreatLakes,organic,3861.68,42215.34,0.0,2017,148357.84,1.82,0.0541875672092581
15553,2017-09-03,GreatLakes,organic,3819.64,33363.97,12.96,2017,157087.22,1.82,0.05618285765477238
15554,2017-08-27,GreatLakes,organic,3141.89,41060.13,32.22,2017,150638.77,1.73,0.04822318937083847
15555,2017-08-20,GreatLakes,organic,3356.9,26728.65,4.85,2017,133248.29,1.6,0.0379480259103846
15556,2017-08-13,GreatLakes,organic,3726.68,29839.21,8.09,2017,129785.91,1.54,0.04185566041020772
15557,2017-08-06,GreatLakes,organic,3724.58,32794.35,4.87,2017,125026.87,1.65,0.03589893269740918
15558,2017-07-30,GreatLakes,organic,3482.46,65083.8,0.0,2017,178141.22,1.65,0.05389085838785557
15559,2017-07-23,GreatLakes,organic,3639.54,80400.82,4.82,2017,208558.03,1.68,0.06470694644908193
15560,2017-07-16,GreatLakes,organic,4180.21,76793.36,0.0,2017,209543.04,1.64,0.05850149192553766
15561,2017-07-09,GreatLakes,organic,3853.72,70843.63,0.0,2017,153380.48,1.62,0.03602381777083996
15562,2017-07-02,GreatLakes,organic,3073.22,71442.71,0.0,2017,169966.3,1.58,0.038450779592670736
15563,2017-06-25,GreatLakes,organic,2504.36,60395.45,3.23,2017,130430.6,1.59,0.03205143217048512
15564,2017-06-18,GreatLakes,organic,3126.38,73192.35,0.0,2017,148060.59,1.56,0.030742227491203145
15565,2017-06-11,GreatLakes,organic,3502.12,79186.28,4.83,2017,261363.34,1.13,0.06574183901625608
15566,2017-06-04,GreatLakes,organic,4036.03,78626.62,4.84,2017,156456.85,1.69,0.04110865123076246
15567,2017-05-28,GreatLakes,organic,3907.75,78127.32,0.0,2017,160659.8,1.72,0.04314750789153754
15568,2017-05-21,GreatLakes,organic,3228.65,74837.07,0.0,2017,150790.27,1.59,0.042282413077192604
15569,2017-05-14,GreatLakes,organic,3379.52,73032.43,0.0,2017,143791.21,1.68,0.03554246810778727
15570,2017-05-07,GreatLakes,organic,3712.17,80827.19,1.64,2017,146983.33,1.74,0.026940379832237515
15571,2017-04-30,GreatLakes,organic,3777.12,84783.68,0.0,2017,142607.19,1.84,0.03826591337851337
15572,2017-04-23,GreatLakes,organic,3619.94,81050.43,9.87,2017,134773.11,1.71,0.04049620343106797
15573,2017-04-16,GreatLakes,organic,4259.78,103729.98,3.32,2017,221705.72,1.36,0.05888819913884624
15574,2017-04-09,GreatLakes,organic,4791.02,90048.62,0.0,2017,201552.43,1.36,0.06015475053528807
15575,2017-04-02,GreatLakes,organic,4631.4,90013.63,0.0,2017,179232.9,1.51,0.054974879558100764
15576,2017-03-26,GreatLakes,organic,4955.2,80775.44,0.0,2017,244035.03,1.08,0.07517488590152
15577,2017-03-19,GreatLakes,organic,5897.6,78592.68,0.0,2017,137494.38,1.55,0.04416991670954373
15578,2017-03-12,GreatLakes,organic,4366.07,65744.45,0.0,2017,206958.43,1.08,0.06696762612972085
15579,2017-03-05,GreatLakes,organic,4497.87,85819.87,0.0,2017,318890.26,0.83,0.09069090641779964
15580,2017-02-26,GreatLakes,organic,4551.23,80014.82,0.0,2017,253169.88,0.94,0.06172036888207555
15581,2017-02-19,GreatLakes,organic,4432.89,66308.19,0.0,2017,226000.27,0.9,0.06627142805625474
15582,2017-02-12,GreatLakes,organic,5063.86,68691.1,0.0,2017,162213.86,1.08,0.037800194381260255
15583,2017-02-05,GreatLakes,organic,4548.46,70014.08,0.0,2017,149650.5,1.14,0.02225340096928974
15584,2017-01-29,GreatLakes,organic,4443.31,72888.67,0.0,2017,129565.39,1.35,0.03297903816492642
15585,2017-01-22,GreatLakes,organic,3657.79,74068.65,0.0,2017,155334.45,1.19,0.0320164558838254
15586,2017-01-15,GreatLakes,organic,4370.03,67260.09,0.0,2017,103487.72,1.7,0.025893236314234347
15587,2017-01-08,GreatLakes,organic,4237.93,57604.54,0.0,2017,100134.77,1.55,0.024028866977132246
15588,2017-01-01,GreatLakes,organic,4104.86,69800.29,0.0,2017,104153.91,1.44,0.024057358201962642
15589,2017-12-31,HarrisburgScranton,organic,138.52,209.27,0.0,2017,18857.67,1.45,0.0878101271369287
