,Date,region,type,4046,4225,4770,year,TotalVolume,Price,Prop
6467,2017-12-10,HarrisburgScranton,conventional,43089.18,163729.22,84.84,2017,274939.0,1.13,0.9305607076808937
6468,2017-12-03,HarrisburgScranton,conventional,39382.0,127730.0,91.0,2017,231977.0,1.27,0.9275964759995003
6469,2017-11-26,HarrisburgScranton,conventional,30488.0,89564.0,97.0,2017,191490.0,1.3,0.9257611048063676
6470,2017-11-19,HarrisburgScranton,conventional,30820.0,97308.0,125.0,2017,216608.0,1.3,0.9386319446340272
6471,2017-11-12,HarrisburgScranton,conventional,31166.0,99684.0,74.0,2017,201442.0,1.38,0.9133933586660237
6472,2017-11-05,HarrisburgScranton,conventional,31048.2,99317.22,76.31,2017,191459.87,1.45,0.9109184782122577
6473,2017-10-29,HarrisburgScranton,conventional,30541.03,117170.48,36.92,2017,203026.62,1.47,0.9240989566561106
6474,2017-10-22,HarrisburgScranton,conventional,30373.68,111836.53,29.48,2017,206115.08,1.43,0.9054147572422829
6475,2017-10-15,HarrisburgScranton,conventional,32691.3,112916.52,74.12,2017,205858.6,1.48,0.9052465652747852
6476,2017-10-08,HarrisburgScranton,conventional,34256.95,79474.31,139.28,2017,164699.75,1.54,0.8636784535444118
6477,2017-10-01,HarrisburgScranton,conventional,37491.09,115716.48,192.67,2017,213952.02,1.45,0.9039102038436628
6478,2017-09-24,HarrisburgScranton,conventional,36336.43,122032.96,70.71,2017,209982.19,1.44,0.8981547684429055
6479,2017-09-17,HarrisburgScranton,conventional,32973.74,107531.22,54.93,2017,189035.91,1.46,0.90003916569173
6480,2017-09-10,HarrisburgScranton,conventional,32675.66,97799.79,61.9,2017,180874.92,1.51,0.8800026194533235
6481,2017-09-03,HarrisburgScranton,conventional,39153.66,117858.62,49.9,2017,212828.72,1.53,0.9282847216361253
6482,2017-08-27,HarrisburgScranton,conventional,40614.08,112224.82,30.39,2017,214056.41,1.48,0.9390782611976409
6483,2017-08-20,HarrisburgScranton,conventional,40413.35,104200.02,62.76,2017,212934.98,1.47,0.9337616149589208
6484,2017-08-13,HarrisburgScranton,conventional,42116.11,127782.88,58.29,2017,238229.99,1.43,0.9426897401099682
6485,2017-08-06,HarrisburgScranton,conventional,42012.76,129112.23,58.47,2017,235902.96,1.37,0.9453359058115829
6486,2017-07-30,HarrisburgScranton,conventional,41369.26,115565.26,55.81,2017,222758.77,1.36,0.9404838790099398
6487,2017-07-23,HarrisburgScranton,conventional,44426.16,116786.25,100.44,2017,224207.07,1.38,0.9138470361231282
6488,2017-07-16,HarrisburgScranton,conventional,42951.31,120360.02,131.85,2017,224434.92,1.38,0.9283605383239701
6489,2017-07-09,HarrisburgScranton,conventional,41065.78,129466.37,176.98,2017,237446.62,1.47,0.970708827439813
6490,2017-07-02,HarrisburgScranton,conventional,40997.57,111399.05,155.12,2017,226114.96,1.48,0.9616584376095935
6491,2017-06-25,HarrisburgScranton,conventional,40132.56,121032.8,92.67,2017,222447.25,1.46,0.9589198321039725
6492,2017-06-18,HarrisburgScranton,conventional,45186.48,131057.91,86.44,2017,238389.11,1.5,0.955492573711964
6493,2017-06-11,HarrisburgScranton,conventional,50902.99,115824.28,93.56,2017,232728.73,1.5,0.9500771010573947
6494,2017-06-04,HarrisburgScranton,conventional,50484.86,118452.04,139.39,2017,247060.03,1.55,0.9567368793830507
6495,2017-05-28,HarrisburgScranton,conventional,53527.9,137082.84,170.2,2017,275488.47,1.56,0.965194065731521
6496,2017-05-21,HarrisburgScranton,conventional,52736.28,119601.86,179.49,2017,244638.89,1.51,0.9647354164441049
6497,2017-05-14,HarrisburgScranton,conventional,52237.47,95012.5,152.37,2017,239036.52,1.54,0.9583102127873334
6498,2017-05-07,HarrisburgScranton,conventional,53636.12,140316.58,208.35,2017,301180.77,1.51,0.9655246578267647
6499,2017-04-30,HarrisburgScranton,conventional,54369.02,135977.0,123.86,2017,268831.64,1.48,0.9629347771929808
6500,2017-04-23,HarrisburgScranton,conventional,53508.78,103642.1,52.7,2017,225681.54,1.49,0.9595654432942701
6501,2017-04-16,HarrisburgScranton,conventional,50600.52,123726.97,83.48,2017,261861.07,1.56,0.9582128894000118
6502,2017-04-09,HarrisburgScranton,conventional,47837.77,121350.21,124.82,2017,251676.02,1.48,0.9652767198482411
6503,2017-04-02,HarrisburgScranton,conventional,53424.06,110824.96,74.27,2017,239412.64,1.46,0.9631104717889907
6504,2017-03-26,HarrisburgScranton,conventional,52944.04,131659.03,340.26,2017,254599.21,1.38,0.9620498860311208
6505,2017-03-19,HarrisburgScranton,conventional,59161.21,118545.42,245.2,2017,243265.5,1.4,0.9591094511700488
6506,2017-03-12,HarrisburgScranton,conventional,51306.88,126552.09,107.88,2017,245928.12,1.42,0.9692985453670896
6507,2017-03-05,HarrisburgScranton,conventional,53961.57,151537.0,745.71,2017,273485.3,1.19,0.9668941682930334
6508,2017-02-26,HarrisburgScranton,conventional,52855.29,139066.59,100.84,2017,260743.16,1.29,0.9680146213951879
6509,2017-02-19,HarrisburgScranton,conventional,56042.2,104680.99,184.45,2017,224541.2,1.28,0.9442205153118789
6510,2017-02-12,HarrisburgScranton,conventional,105170.96,106548.49,367.91,2017,276755.29,1.13,0.9684688322767222
6511,2017-02-05,HarrisburgScranton,conventional,117876.11,153442.16,4525.24,2017,348380.9,1.14,0.976976006548678
6512,2017-01-29,HarrisburgScranton,conventional,64322.44,129735.77,1855.78,2017,267917.78,1.25,0.9666109143442214
6513,2017-01-22,HarrisburgScranton,conventional,49774.5,135845.63,3688.76,2017,266851.77,1.4,0.9696231103420874
6514,2017-01-15,HarrisburgScranton,conventional,47536.54,126095.12,791.62,2017,251547.43,1.44,0.9668288044823494
6515,2017-01-08,HarrisburgScranton,conventional,51590.9,153751.13,98.83,2017,275064.65,1.3,0.9739180543212326
6516,2017-01-01,HarrisburgScranton,conventional,41800.77,136109.66,420.83,2017,235430.29,1.35,0.9773481182013977
6517,2017-12-31,HartfordSpringfield,conventional,4805.09,183945.55,178.97,2017,245203.25,1.42,0.9406473217359808
6518,2017-12-24,HartfordSpringfield,conventional,5610.69,161963.18,198.18,2017,225990.67,1.5,0.9470259183199168
6519,2017-12-17,HartfordSpringfield,conventional,6271.96,160129.76,112.41,2017,228292.45,1.44,0.9497910453002073
6520,2017-12-10,HartfordSpringfield,conventional,18098.0,359319.53,162.16,2017,447122.29,1.14,0.9702899485902168
6521,2017-12-03,HartfordSpringfield,conventional,5716.0,166828.0,171.0,2017,231210.0,1.55,0.9425626280705595
6522,2017-11-26,HartfordSpringfield,conventional,5695.0,153323.0,88.0,2017,229399.0,1.38,0.9520961958361672
6523,2017-11-19,HartfordSpringfield,conventional,4591.0,169972.0,131.0,2017,264765.0,1.38,0.9587890718361209
6524,2017-11-12,HartfordSpringfield,conventional,6490.0,162389.0,206.0,2017,226866.0,1.56,0.94783264741299
6525,2017-11-05,HartfordSpringfield,conventional,5209.01,161648.13,106.23,2017,240615.51,1.53,0.9514075218348977
6526,2017-10-29,HartfordSpringfield,conventional,5938.74,188044.0,173.6,2017,247946.32,1.53,0.9478208016783118
6527,2017-10-22,HartfordSpringfield,conventional,7441.12,179802.05,151.61,2017,244786.18,1.5,0.9194608259778576
6528,2017-10-15,HartfordSpringfield,conventional,7043.32,177668.62,73.0,2017,236604.19,1.58,0.9343675669779814
6529,2017-10-08,HartfordSpringfield,conventional,7540.43,159211.65,174.29,2017,217988.15,1.6,0.9262911745530412
6530,2017-10-01,HartfordSpringfield,conventional,6770.97,189987.47,76.86,2017,250057.54,1.6,0.9475995701767936
6531,2017-09-24,HartfordSpringfield,conventional,4809.81,181192.01,81.52,2017,228615.67,1.59,0.9209930363840634
6532,2017-09-17,HartfordSpringfield,conventional,7488.87,162728.73,73.1,2017,222593.17,1.54,0.9229875144900217
6533,2017-09-10,HartfordSpringfield,conventional,5195.18,182049.97,130.21,2017,243134.01,1.57,0.931010477591346
6534,2017-09-03,HartfordSpringfield,conventional,4476.51,165217.63,79.27,2017,224635.6,1.74,0.9375771103828348
6535,2017-08-27,HartfordSpringfield,conventional,4245.98,160115.84,67.41,2017,220520.33,1.78,0.9403241316139681
6536,2017-08-20,HartfordSpringfield,conventional,3659.65,155326.78,79.42,2017,223619.15,1.74,0.933069356291105
6537,2017-08-13,HartfordSpringfield,conventional,4240.0,193118.61,164.97,2017,263624.63,1.63,0.9518668640318065
6538,2017-08-06,HartfordSpringfield,conventional,5057.28,200007.7,223.22,2017,262304.2,1.6,0.9508839508403407
6539,2017-07-30,HartfordSpringfield,conventional,5477.9,190639.6,130.79,2017,258166.4,1.56,0.9490336425850571
6540,2017-07-23,HartfordSpringfield,conventional,8142.48,201585.67,62.7,2017,264308.37,1.59,0.9380286824684656
6541,2017-07-16,HartfordSpringfield,conventional,10004.17,205771.6,129.66,2017,265615.87,1.59,0.9461141129956788
6542,2017-07-09,HartfordSpringfield,conventional,10848.33,198967.11,142.4,2017,273059.91,1.72,0.9584329668476713
6543,2017-07-02,HartfordSpringfield,conventional,9173.43,191483.01,549.47,2017,259782.83,1.76,0.9567431797527683
6544,2017-06-25,HartfordSpringfield,conventional,8658.16,220849.19,134.57,2017,275912.97,1.68,0.9553893946374322
6545,2017-06-18,HartfordSpringfield,conventional,5734.57,195637.72,124.6,2017,256900.68,1.79,0.9153683453494262
6546,2017-06-11,HartfordSpringfield,conventional,11601.99,218427.65,135.11,2017,296173.79,1.75,0.9578261760321434
6547,2017-06-04,HartfordSpringfield,conventional,10922.08,216912.96,148.68,2017,288516.73,1.81,0.9506259665509771
6548,2017-05-28,HartfordSpringfield,conventional,10672.4,225753.07,210.84,2017,304340.56,1.85,0.9592443561288191
6549,2017-05-21,HartfordSpringfield,conventional,10370.09,208423.4,169.35,2017,279086.43,1.8,0.9580035251850124
6550,2017-05-14,HartfordSpringfield,conventional,4501.51,193014.31,269.13,2017,285282.2,1.76,0.9581623040132712
6551,2017-05-07,HartfordSpringfield,conventional,6754.65,251849.93,310.83,2017,369499.67,1.61,0.9605556253840114
6552,2017-04-30,HartfordSpringfield,conventional,7020.54,234305.43,228.33,2017,300311.86,1.66,0.9417710850314204
6553,2017-04-23,HartfordSpringfield,conventional,8180.9,201383.54,202.5,2017,267468.69,1.76,0.9526823337558157
6554,2017-04-16,HartfordSpringfield,conventional,6808.85,189287.26,128.05,2017,257405.41,1.8,0.9062155929598879
6555,2017-04-09,HartfordSpringfield,conventional,7409.75,199909.01,161.85,2017,284522.31,1.74,0.962628221667404
6556,2017-04-02,HartfordSpringfield,conventional,10131.3,204310.58,345.18,2017,269090.51,1.71,0.9535036648821357
6557,2017-03-26,HartfordSpringfield,conventional,7860.88,203663.76,1524.94,2017,270398.76,1.58,0.9539467062387025
6558,2017-03-19,HartfordSpringfield,conventional,5615.33,195073.06,691.53,2017,253838.3,1.66,0.9110061869448609
6559,2017-03-12,HartfordSpringfield,conventional,4902.42,186372.61,162.89,2017,248805.91,1.65,0.9489106874667933
6560,2017-03-05,HartfordSpringfield,conventional,8437.42,316785.84,265.3,2017,373924.25,1.25,0.9644497076351607
6561,2017-02-26,HartfordSpringfield,conventional,11083.37,193422.27,350.5,2017,259318.66,1.59,0.9506028195424157
6562,2017-02-19,HartfordSpringfield,conventional,30000.58,167971.32,598.22,2017,249027.94,1.3,0.8616677115666396
6563,2017-02-12,HartfordSpringfield,conventional,85641.41,249990.68,2290.06,2017,395980.22,1.14,0.9768436285090265
6564,2017-02-05,HartfordSpringfield,conventional,52460.96,356398.62,23027.59,2017,486542.38,1.2,0.9704291418361995
6565,2017-01-29,HartfordSpringfield,conventional,4741.29,220159.57,3935.43,2017,292710.38,1.46,0.9688458747313798
6566,2017-01-22,HartfordSpringfield,conventional,4349.36,247185.31,13325.62,2017,332672.05,1.47,0.9719982263559462
6567,2017-01-15,HartfordSpringfield,conventional,4665.17,223678.05,7893.25,2017,284386.03,1.43,0.9620985265704813
6568,2017-01-08,HartfordSpringfield,conventional,5105.33,315473.05,306.22,2017,369468.59,1.25,0.9739538641932444
6569,2017-01-01,HartfordSpringfield,conventional,2772.36,188107.91,2695.77,2017,232663.88,1.64,0.951042018670541
6570,2017-12-31,Houston,conventional,564063.25,209000.62,4194.25,2017,1391181.63,0.78,0.9819375732002942
6571,2017-12-24,Houston,conventional,486643.36,150511.24,3020.72,2017,1063384.61,0.99,0.9754333813526121
6572,2017-12-17,Houston,conventional,429276.67,184347.17,2606.12,2017,928716.6,0.98,0.9711124463595964
6573,2017-12-10,Houston,conventional,459265.36,294180.18,6828.23,2017,1266364.71,0.79,0.9795676557981803
6574,2017-12-03,Houston,conventional,540763.0,289729.0,7694.0,2017,1398400.0,0.77,0.9821207046713246
6575,2017-11-26,Houston,conventional,501157.0,134619.0,2692.0,2017,991547.0,0.88,0.9798300453432782
6576,2017-11-19,Houston,conventional,620361.0,134476.0,2776.0,2017,1142126.0,0.89,0.9786107347854943
6577,2017-11-12,Houston,conventional,514065.0,251034.0,6534.0,2017,1256897.0,0.88,0.980266835992458
6578,2017-11-05,Houston,conventional,526090.63,264224.32,4359.04,2017,1363261.11,0.95,0.9854320322543931
6579,2017-10-29,Houston,conventional,481864.71,189258.96,2105.74,2017,1126402.78,1.12,0.9805290428608174
6580,2017-10-22,Houston,conventional,492168.22,128029.43,1834.84,2017,1008358.03,1.16,0.9775190820461725
6581,2017-10-15,Houston,conventional,476686.67,149935.14,1866.1,2017,1029556.13,1.26,0.9740708251757969
6582,2017-10-08,Houston,conventional,491561.89,146966.38,1449.29,2017,1042700.75,1.29,0.9777762688590795
6583,2017-10-01,Houston,conventional,472251.74,141695.25,2169.62,2017,991939.31,1.29,0.97677294668903
6584,2017-09-24,Houston,conventional,470511.08,145808.34,1812.37,2017,949769.71,1.25,0.9710848873248972
6585,2017-09-17,Houston,conventional,460806.95,171011.56,2264.51,2017,964460.21,1.2,0.9764314351526295
6586,2017-09-10,Houston,conventional,606027.02,165584.72,2452.1,2017,1138315.8,1.1,0.9887644716414551
6587,2017-09-03,Houston,conventional,426423.84,171139.39,1860.58,2017,852110.88,1.19,0.9806284225390945
6588,2017-08-27,Houston,conventional,510226.8,195358.46,1867.94,2017,1109914.22,1.16,0.9725927931367987
6589,2017-08-20,Houston,conventional,458024.37,216584.11,1575.76,2017,1096227.54,1.01,0.9829780491684709
6590,2017-08-13,Houston,conventional,406049.08,395755.28,6723.26,2017,1332232.95,0.99,0.9807448519180733
6591,2017-08-06,Houston,conventional,552895.89,251754.0,3739.05,2017,1192888.53,0.99,0.9693204487204562
6592,2017-07-30,Houston,conventional,536258.78,203627.59,2676.17,2017,1117345.6,1.0,0.9702686998829299
6593,2017-07-23,Houston,conventional,510127.52,214165.71,3006.89,2017,1088792.51,1.02,0.9644777000202146
6594,2017-07-16,Houston,conventional,475986.48,251487.71,4545.5,2017,1143310.87,1.01,0.9714653440362141
6595,2017-07-09,Houston,conventional,565234.2,223073.67,3020.2,2017,1513596.5,0.78,0.9708878639307262
6596,2017-07-02,Houston,conventional,559731.32,240188.7,4720.91,2017,1348652.11,0.83,0.9668772108727831
6597,2017-06-25,Houston,conventional,569850.04,285476.88,2928.68,2017,1352318.9,0.82,0.9748635631802602
6598,2017-06-18,Houston,conventional,583952.66,412002.26,7010.41,2017,1755331.3,0.77,0.9765445339983427
6599,2017-06-11,Houston,conventional,627610.5,201534.03,5451.76,2017,1240308.02,0.89,0.9570031740078538
6600,2017-06-04,Houston,conventional,603106.83,192105.68,4926.04,2017,1377530.34,0.83,0.9646351803840312
6601,2017-05-28,Houston,conventional,627786.36,268181.39,5549.79,2017,1315258.8,0.87,0.9672103934994424
6602,2017-05-21,Houston,conventional,579270.57,219956.52,3706.26,2017,1262476.33,0.83,0.9714458883876468
6603,2017-05-14,Houston,conventional,625728.18,231431.19,3248.89,2017,1444023.34,0.79,0.9770256536943618
6604,2017-05-07,Houston,conventional,732114.63,350523.8,3364.51,2017,1789051.94,0.74,0.9798856781016516
6605,2017-04-30,Houston,conventional,576270.01,451254.61,10440.51,2017,1832450.4,0.72,0.9848872075296932
6606,2017-04-23,Houston,conventional,665435.93,352920.48,5646.02,2017,1776220.69,0.68,0.9762419648807832
6607,2017-04-16,Houston,conventional,820487.46,207708.35,3383.48,2017,1402904.54,0.76,0.9588141678444663
6608,2017-04-09,Houston,conventional,684059.72,272460.29,7690.78,2017,1244695.02,0.81,0.9683698428585495
6609,2017-04-02,Houston,conventional,879079.77,183771.99,3906.52,2017,1543050.06,0.7,0.9668694539061007
6610,2017-03-26,Houston,conventional,663134.3,182628.92,5896.58,2017,1074520.66,0.83,0.9458195675734465
6611,2017-03-19,Houston,conventional,653306.71,183349.68,21365.41,2017,1016536.61,0.85,0.9523281241971023
6612,2017-03-12,Houston,conventional,619358.06,151499.32,29781.99,2017,903586.21,0.9,0.944781824788624
6613,2017-03-05,Houston,conventional,697103.02,161909.48,40611.87,2017,1110895.97,0.74,0.9663025110534786
6614,2017-02-26,Houston,conventional,1067091.8,116819.32,42393.74,2017,1547337.25,0.53,0.9723689229324399
6615,2017-02-19,Houston,conventional,565042.04,142847.65,63757.91,2017,1190708.83,0.67,0.966335481516806
6616,2017-02-12,Houston,conventional,781130.12,148459.74,71472.3,2017,1420811.06,0.58,0.9766396662865835
6617,2017-02-05,Houston,conventional,1026765.08,406006.03,140962.93,2017,1977923.65,0.55,0.9846384939933439
6618,2017-01-29,Houston,conventional,789020.2,215934.35,58981.08,2017,1258481.11,0.7,0.9737477533924864
6619,2017-01-22,Houston,conventional,798585.87,170357.81,4719.74,2017,1119168.1,0.68,0.9696111546581238
6620,2017-01-15,Houston,conventional,1134750.48,184545.5,2711.5,2017,1613159.67,0.53,0.9813250727202141
6621,2017-01-08,Houston,conventional,933181.79,198434.84,2690.98,2017,1417208.02,0.57,0.9860038958343568
6622,2017-01-01,Houston,conventional,985040.19,290583.75,6313.88,2017,1475741.07,0.51,0.9931961796991788
6623,2017-12-31,Indianapolis,conventional,67904.72,57394.76,13768.33,2017,205202.95,0.96,0.956033169774188
6624,2017-12-24,Indianapolis,conventional,22248.67,58457.91,12103.69,2017,148389.14,1.3,0.9449814342773035
6625,2017-12-17,Indianapolis,conventional,18371.92,58045.77,9259.69,2017,143975.58,1.26,0.9452898819296823
6626,2017-12-10,Indianapolis,conventional,9368.9,83042.64,1754.24,2017,167890.91,1.26,0.9594811297733342
6627,2017-12-03,Indianapolis,conventional,8806.0,103238.0,2338.0,2017,182891.0,1.25,0.9568670307404866
6628,2017-11-26,Indianapolis,conventional,7132.0,51923.0,608.0,2017,115688.0,1.4,0.939257433893612
6629,2017-11-19,Indianapolis,conventional,7408.0,76810.0,613.0,2017,178437.0,1.08,0.965923712829798
6630,2017-11-12,Indianapolis,conventional,11814.0,89236.0,1037.0,2017,202129.0,1.03,0.9607586175787708
6631,2017-11-05,Indianapolis,conventional,8575.56,86633.97,752.93,2017,194103.11,1.26,0.9616459528012308
6632,2017-10-29,Indianapolis,conventional,8565.38,65715.28,870.81,2017,152558.08,1.63,0.9589442127686136
6633,2017-10-22,Indianapolis,conventional,8944.76,57230.12,603.48,2017,125746.37,1.67,0.9331540389037398
6634,2017-10-15,Indianapolis,conventional,9351.2,52216.91,631.41,2017,120662.74,1.76,0.9178772581180962
6635,2017-10-08,Indianapolis,conventional,10071.88,37063.61,607.85,2017,105043.74,1.97,0.9255472883284659
6636,2017-10-01,Indianapolis,conventional,9051.01,53986.11,972.08,2017,128999.95,1.84,0.9431181809421915
6637,2017-09-24,Indianapolis,conventional,7948.8,63487.06,867.35,2017,135854.22,1.74,0.9449204643035649
6638,2017-09-17,Indianapolis,conventional,7889.87,55951.98,800.26,2017,126434.16,1.86,0.9374436545798025
6639,2017-09-10,Indianapolis,conventional,8832.22,60421.9,787.37,2017,139315.43,1.86,0.9412996117383344
6640,2017-09-03,Indianapolis,conventional,7686.15,61680.49,879.27,2017,145552.03,1.7,0.9431250705066062
6641,2017-08-27,Indianapolis,conventional,8671.85,83185.36,1093.0,2017,179853.82,1.29,0.9562483534508083
6642,2017-08-20,Indianapolis,conventional,7182.87,83860.57,1162.61,2017,174633.06,1.39,0.9533307388284757
6643,2017-08-13,Indianapolis,conventional,7053.96,68255.91,800.61,2017,154354.18,1.49,0.9450433162205634
6644,2017-08-06,Indianapolis,conventional,7818.03,78546.1,1301.64,2017,170536.59,1.35,0.9521344395599168
6645,2017-07-30,Indianapolis,conventional,7452.61,74597.93,807.32,2017,159525.4,1.41,0.9424377425504626
6646,2017-07-23,Indianapolis,conventional,7482.96,70451.99,843.55,2017,155196.74,1.36,0.9370226072923987
6647,2017-07-16,Indianapolis,conventional,9861.88,82250.49,1367.59,2017,166601.37,1.35,0.9389169124540444
6648,2017-07-09,Indianapolis,conventional,8754.14,85278.67,1835.09,2017,209047.97,1.08,0.9680570038990779
6649,2017-07-02,Indianapolis,conventional,8629.27,78472.44,1678.38,2017,194572.17,1.09,0.9596484580125066
6650,2017-06-25,Indianapolis,conventional,7378.96,72671.18,1002.29,2017,197095.32,1.04,0.9636379148453388
6651,2017-06-18,Indianapolis,conventional,11623.93,96522.44,1944.09,2017,223221.9,1.03,0.9603845808001301
6652,2017-06-11,Indianapolis,conventional,11584.14,72043.56,1097.13,2017,224873.96,0.98,0.935472814795078
6653,2017-06-04,Indianapolis,conventional,11334.96,79916.6,1766.11,2017,218092.41,1.07,0.9617731480525995
6654,2017-05-28,Indianapolis,conventional,11651.62,77776.16,1540.83,2017,188284.12,1.19,0.9721622163904781
6655,2017-05-21,Indianapolis,conventional,13080.23,71966.19,1202.57,2017,185608.56,1.09,0.9549334882970736
6656,2017-05-14,Indianapolis,conventional,17926.54,93535.99,1422.94,2017,268519.12,0.85,0.9844856837376673
6657,2017-05-07,Indianapolis,conventional,22284.54,116928.39,2348.18,2017,290014.77,0.93,0.9839369614873438
6658,2017-04-30,Indianapolis,conventional,14827.79,86660.77,1564.77,2017,212879.47,1.18,0.9865736117688774
6659,2017-04-23,Indianapolis,conventional,11831.88,72470.48,1240.51,2017,211977.98,1.06,0.9788016182749055
6660,2017-04-16,Indianapolis,conventional,13018.13,79071.99,1773.31,2017,205429.57,1.14,0.9695525045425304
6661,2017-04-09,Indianapolis,conventional,11776.2,69900.7,1133.76,2017,160389.47,1.3,0.9540295882794647
6662,2017-04-02,Indianapolis,conventional,11375.5,61512.67,1452.17,2017,166588.45,1.26,0.966161641117865
6663,2017-03-26,Indianapolis,conventional,12342.94,68119.93,1326.07,2017,181489.14,1.27,0.9592665754137263
6664,2017-03-19,Indianapolis,conventional,12798.54,60511.72,1516.39,2017,168330.5,1.25,0.9754332140831671
6665,2017-03-12,Indianapolis,conventional,10979.78,65279.45,1539.77,2017,149318.47,1.35,0.9460753689934497
6666,2017-03-05,Indianapolis,conventional,12865.79,66251.59,1756.45,2017,150301.8,1.35,0.9700041271471087
6667,2017-02-26,Indianapolis,conventional,12096.22,83033.68,1923.56,2017,188900.46,1.02,0.9664909847178654
6668,2017-02-19,Indianapolis,conventional,12336.44,74485.41,1362.8,2017,179250.21,0.94,0.9779706170504517
6669,2017-02-12,Indianapolis,conventional,17435.1,116691.02,2796.88,2017,237575.64,0.77,0.982169318547689
6670,2017-02-05,Indianapolis,conventional,19443.88,146037.65,5353.25,2017,276051.64,0.84,0.9872983154297984
6671,2017-01-29,Indianapolis,conventional,12914.29,93252.53,2759.02,2017,224036.18,0.87,0.9757326143925976
6672,2017-01-22,Indianapolis,conventional,13553.31,92880.57,3909.4,2017,204570.78,0.93,0.9655074407316288
6673,2017-01-15,Indianapolis,conventional,15258.94,102478.51,2034.41,2017,210793.64,0.96,0.9812790697566158
6674,2017-01-08,Indianapolis,conventional,17783.95,112339.02,3127.01,2017,222849.42,0.86,0.9870797414566332
6675,2017-01-01,Indianapolis,conventional,16193.14,97953.5,5029.22,2017,186464.64,0.91,0.9896189716795357
6676,2017-12-31,Jacksonville,conventional,115793.69,14230.19,277.37,2017,206562.78,1.12,0.9902968419899003
6677,2017-12-24,Jacksonville,conventional,67108.8,8048.69,314.0,2017,127181.54,1.38,0.9721815580201829
6678,2017-12-17,Jacksonville,conventional,98660.32,11261.09,288.18,2017,176847.28,0.99,0.9860679860423931
6679,2017-12-10,Jacksonville,conventional,95942.65,11557.82,257.6,2017,181425.66,1.01,0.985624467497165
6680,2017-12-03,Jacksonville,conventional,87017.0,9779.0,273.0,2017,152697.0,1.26,0.9844804916232409
6681,2017-11-26,Jacksonville,conventional,65331.0,7096.0,195.0,2017,120001.0,1.42,0.9761901081853672
6682,2017-11-19,Jacksonville,conventional,84638.0,10606.0,306.0,2017,155729.0,1.21,0.9785991871912717
6683,2017-11-12,Jacksonville,conventional,85332.0,9938.0,237.0,2017,154511.0,1.33,0.984464974369734
6684,2017-11-05,Jacksonville,conventional,74308.6,8741.26,234.92,2017,131679.37,1.48,0.9689169541926278
6685,2017-10-29,Jacksonville,conventional,108447.0,13949.4,264.49,2017,193936.8,1.17,0.9861370056432538
6686,2017-10-22,Jacksonville,conventional,89649.03,11079.1,260.69,2017,152418.64,1.56,0.983250467196512
6687,2017-10-15,Jacksonville,conventional,75857.38,10193.63,137.38,2017,137503.61,1.76,0.9897661585880475
6688,2017-10-08,Jacksonville,conventional,89903.47,10996.65,76.87,2017,152742.37,1.79,0.988089993586636
6689,2017-10-01,Jacksonville,conventional,68330.79,14372.21,49.83,2017,128592.98,2.0,0.9785419005827816
6690,2017-09-24,Jacksonville,conventional,82615.31,12009.49,64.82,2017,130570.77,1.82,0.9628278523063083
6691,2017-09-17,Jacksonville,conventional,82016.13,13544.55,24.82,2017,141725.96,1.73,0.9725932657268072
6692,2017-09-10,Jacksonville,conventional,62701.34,11080.3,27.8,2017,117342.62,1.77,0.9662921921974348
6693,2017-09-03,Jacksonville,conventional,82573.64,14144.89,99.08,2017,147242.45,1.88,0.9787247237611385
6694,2017-08-27,Jacksonville,conventional,83466.7,12673.2,54.34,2017,138021.2,1.63,0.9764277035924616
6695,2017-08-20,Jacksonville,conventional,86428.56,13226.03,12.2,2017,150828.78,1.63,0.9814179121181724
6696,2017-08-13,Jacksonville,conventional,90069.37,14574.55,68.45,2017,171995.95,1.49,0.9898460695567399
6697,2017-08-06,Jacksonville,conventional,82275.37,12280.16,43.1,2017,148237.94,1.44,0.9896371057652636
6698,2017-07-30,Jacksonville,conventional,89089.69,13102.88,73.61,2017,157712.19,1.43,0.9848448033906516
6699,2017-07-23,Jacksonville,conventional,101545.19,14942.73,55.78,2017,172994.22,1.44,0.9887311178195932
6700,2017-07-16,Jacksonville,conventional,88735.04,14194.77,102.81,2017,160177.18,1.48,0.9898274865558632
6701,2017-07-09,Jacksonville,conventional,98757.83,14132.78,46.02,2017,161864.64,1.42,0.9818719222221528
6702,2017-07-02,Jacksonville,conventional,113926.84,18894.24,122.11,2017,189413.48,1.41,0.9753906473079306
6703,2017-06-25,Jacksonville,conventional,99600.41,16687.42,75.35,2017,180199.86,1.36,0.9778186390284187
6704,2017-06-18,Jacksonville,conventional,94578.34,12992.82,90.39,2017,151012.55,1.45,0.9730795744116547
6705,2017-06-11,Jacksonville,conventional,119698.07,15932.56,121.45,2017,193088.4,1.43,0.9868744962152802
6706,2017-06-04,Jacksonville,conventional,119654.85,16223.79,84.55,2017,178356.7,1.46,0.9758736545240481
6707,2017-05-28,Jacksonville,conventional,96509.06,15848.55,115.43,2017,181588.22,1.43,0.9691180842921652
6708,2017-05-21,Jacksonville,conventional,86716.2,14543.35,99.54,2017,155818.85,1.44,0.9685716626486373
6709,2017-05-14,Jacksonville,conventional,79945.48,12921.51,99.81,2017,148325.98,1.47,0.9692288139220394
6710,2017-05-07,Jacksonville,conventional,155607.42,26574.54,224.12,2017,268808.12,1.13,0.9853827214620173
